,index,store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,month,year,sales
54401,622099,421,1,815,1,0,0,0,5,2014,5738.0293
54402,177327,113,3,658,1,0,0,0,1,2014,5578.0347
54403,351015,682,2,1865,1,0,0,0,5,2013,11074.951
54404,689152,262,5,3185,1,0,0,0,4,2015,19471.127
54405,407508,721,3,694,1,1,0,0,3,2015,7639.9834
54406,128876,963,4,942,1,0,0,0,1,2014,7834.9355
54407,338630,655,4,753,1,1,0,0,11,2014,7439.9756
54408,459700,1050,4,472,1,0,0,0,7,2015,5366.686
54409,95955,651,6,914,1,0,0,0,9,2013,7055.8984
54410,188291,752,3,416,1,0,0,0,9,2013,3799.5552
54411,560688,734,4,594,1,1,0,1,8,2013,6300.754
54412,363919,57,6,609,1,0,0,0,2,2015,6729.536
54413,656563,82,5,915,1,0,0,0,8,2014,9375.706
54414,636550,963,3,979,1,1,0,0,4,2013,9358.783
54415,673708,980,4,468,1,0,0,0,4,2013,5128.5537
54416,208618,346,6,484,1,0,0,0,8,2014,5430.665
54417,623186,380,7,0,0,0,0,0,2,2013,17.238977
54418,9627,469,6,1664,1,0,0,0,11,2013,12747.613
54419,391098,116,5,735,1,0,0,0,11,2014,7144.346
54420,544182,444,2,1488,1,1,0,1,7,2015,13882.877
54421,143341,685,6,308,1,0,0,0,7,2014,2697.0237
54422,662743,880,1,916,1,1,0,0,4,2013,7749.308
54423,397721,635,2,575,1,0,0,1,7,2014,5169.752
54424,520566,726,4,979,1,0,0,0,1,2014,8537.188
54425,181498,353,4,1699,1,1,0,0,6,2015,6765.001
54426,32056,349,1,965,1,1,0,0,3,2014,11093.546
54427,504516,592,3,629,1,1,0,0,6,2013,5733.17
54428,80647,1109,6,353,1,0,0,0,12,2013,3516.9907
54429,76275,743,7,0,0,0,0,0,11,2014,-117.28719
54430,388170,399,3,611,1,1,0,1,3,2014,6088.771
54431,252575,970,6,137,1,0,0,0,7,2015,1264.1324
54432,315982,41,5,468,1,1,0,0,2,2015,5674.174
54433,427273,795,7,0,0,0,0,0,7,2013,-31.46329
54434,251465,1115,4,421,1,1,0,0,2,2015,5831.2744
54435,287085,674,3,930,1,0,0,0,6,2013,6923.376
54436,106402,841,3,458,1,1,0,0,10,2013,3743.75
54437,354809,347,6,438,1,0,0,0,4,2014,4946.907
54438,312258,930,7,0,0,0,0,0,7,2013,-102.527115
54439,180173,1105,5,358,1,0,0,1,7,2013,3950.6074
54440,193692,957,6,522,1,0,0,0,4,2013,4452.026
54441,517638,459,7,0,0,0,0,0,5,2014,-2.2384257
54442,401259,961,1,805,1,1,0,0,3,2015,8784.812
54443,133775,710,2,246,1,0,0,1,9,2013,2562.4453
54444,31618,591,6,486,1,0,0,0,11,2013,4775.8145
54445,102924,664,1,0,0,0,1,0,5,2015,-42.90649
54446,604277,661,4,529,1,0,0,0,3,2015,5164.392
54447,423492,695,7,0,0,0,0,0,8,2014,57.25353
54448,170306,776,3,505,1,1,0,0,1,2013,5125.8843
54449,464362,194,6,386,1,0,0,0,12,2014,4094.9773
54450,342881,975,5,720,1,0,0,0,6,2015,6354.072
54451,520748,874,6,498,1,0,0,0,9,2014,4507.592
54452,100650,652,1,934,1,1,0,1,10,2014,9141.042
54453,373043,885,1,748,1,1,0,0,2,2014,8510.735
54454,660700,470,1,1541,1,0,0,0,3,2013,10833.985
54455,890,393,2,538,1,0,0,1,6,2014,5662.153
54456,364146,430,5,667,1,1,0,0,2,2013,7736.266
54457,582211,1100,6,475,1,0,0,0,8,2014,3402.8992
54458,459445,339,5,624,1,0,0,0,9,2013,5263.266
54459,232461,1076,7,0,0,0,0,0,5,2014,-13.821269
54460,261025,511,7,0,0,0,0,1,8,2014,-72.31885
54461,266817,838,3,685,1,0,0,1,8,2013,5119.9155
54462,267312,49,5,507,1,0,0,0,3,2014,6272.335
54463,252234,273,6,598,1,0,0,0,7,2013,5063.0312
54464,646157,300,4,877,1,1,0,1,8,2014,7567.07
54465,243412,162,1,979,1,1,0,0,6,2014,11296.079
54466,240656,162,3,458,1,0,0,0,3,2013,5372.2163
54467,449442,1011,7,0,0,0,0,0,7,2015,8.255647
54468,365209,177,3,482,1,0,0,1,8,2014,3764.514
54469,624549,950,4,483,1,0,0,0,10,2014,4691.852
54470,592003,489,6,345,1,0,0,0,5,2015,3296.1008
54471,357427,481,5,515,1,0,0,0,1,2014,4681.3564
54472,377691,462,3,614,1,1,0,0,6,2015,6909.945
54473,592662,468,4,664,1,1,0,0,5,2015,6489.397
54474,214726,828,6,320,1,0,0,0,9,2013,2882.7605
54475,316458,1055,6,993,1,0,0,0,11,2013,8231.075
54476,448473,436,2,554,1,0,0,0,6,2014,4823.996
54477,667956,253,7,0,0,0,0,0,7,2015,91.408226
54478,195543,1076,6,453,1,0,0,0,12,2014,4570.9155
54479,262857,220,6,528,1,0,0,0,5,2014,5176.0005
54480,655086,1058,5,716,1,0,0,0,2,2014,6637.7163
54481,121705,1005,4,829,1,0,0,0,1,2014,5378.295
54482,566327,658,6,402,1,0,0,0,1,2014,3591.959
54483,512693,879,4,330,1,1,0,0,3,2015,3867.554
54484,614652,197,2,787,1,1,0,1,7,2014,7064.0586
54485,252033,755,6,806,1,0,0,0,1,2014,8467.211
54486,508090,310,5,671,1,0,0,0,3,2014,6550.534
54487,680413,662,5,847,1,1,0,1,7,2013,8469.25
54488,386033,410,7,0,0,0,0,0,4,2015,122.38493
54489,584659,254,7,0,0,0,0,0,6,2014,70.35688
54490,486754,931,3,454,1,0,0,0,6,2015,4390.773
54491,484419,778,7,0,0,0,0,0,1,2013,-39.292213
54492,195376,785,3,430,1,0,0,0,8,2014,3776.3594
54493,423795,1106,5,474,1,0,0,1,10,2014,4187.982
54494,699875,796,1,891,1,1,0,0,7,2013,10657.657
54495,59676,1009,4,417,1,1,0,0,6,2013,4265.636
54496,23348,930,2,884,1,0,0,0,1,2015,5897.344
54497,559250,125,3,1600,1,1,0,1,7,2014,12976.069
54498,42930,1006,6,732,1,0,0,0,5,2013,5061.492
54499,653188,477,5,432,1,0,0,0,7,2015,5137.0034
54500,121436,90,3,875,1,0,0,0,11,2014,6729.5093
54501,99132,574,3,690,1,1,0,0,11,2014,9042.5
54502,531461,39,3,608,1,0,0,1,1,2013,5016.2666
54503,150610,1107,4,679,1,1,0,0,11,2013,6463.8438
54504,393677,1035,7,0,0,0,0,0,11,2014,-17.905499
54505,331973,618,3,483,1,1,0,0,1,2015,6678.8574
54506,216412,483,1,782,1,1,0,1,7,2014,8056.9043
54507,190319,765,1,926,1,1,0,0,4,2015,11581.061
54508,296656,318,2,691,1,1,0,0,3,2014,7754.858
54509,212983,337,7,0,0,0,0,1,8,2013,61.88269
54510,53974,375,2,676,1,0,0,0,4,2015,7146.3164
54511,323406,229,7,0,0,0,0,0,4,2013,39.90834
54512,541713,201,5,488,1,1,0,0,4,2015,6248.9893
54513,259557,452,1,595,1,1,0,0,11,2014,7318.949
54514,102286,1072,2,735,1,1,0,0,3,2014,7417.7983
54515,545290,731,1,874,1,0,0,1,7,2013,7102.038
54516,691819,922,4,592,1,0,0,0,4,2013,4868.162
54517,655989,574,7,0,0,0,0,0,6,2013,32.54136
54518,624130,26,6,542,1,0,0,0,5,2014,6002.443
54519,138751,611,2,360,1,0,0,1,12,2013,4079.751
54520,455446,931,7,0,0,0,0,0,12,2013,-84.1571
54521,376585,154,7,0,0,0,0,0,4,2015,-13.629296
54522,586794,205,2,960,1,1,0,0,7,2015,8588.757
54523,294456,908,6,201,1,0,0,0,8,2013,1752.8234
54524,39641,326,7,0,0,0,0,0,6,2013,-32.618237
54525,457628,918,6,230,1,0,0,0,2,2013,1980.1451
54526,494825,529,4,888,1,1,0,1,8,2013,8441.988
54527,216361,196,7,0,0,0,0,0,4,2015,-60.78778
54528,464602,63,1,673,1,1,0,1,4,2013,7964.154
54529,274752,312,5,448,1,0,0,0,6,2015,4190.6304
54530,183086,80,5,502,1,0,0,0,2,2013,5245.8535
54531,539227,372,3,829,1,1,0,0,5,2014,9551.112
54532,483768,385,1,0,0,0,1,0,6,2014,206.42484
54533,620223,574,7,0,0,0,0,0,7,2014,20.524454
54534,593017,265,3,415,1,0,0,1,8,2013,3653.1592
54535,380574,860,1,836,1,1,0,0,3,2014,8407.691
54536,63062,665,6,776,1,0,0,0,7,2015,6444.902
54537,249061,593,5,1368,1,0,0,1,12,2013,10197.625
54538,608198,913,2,987,1,0,0,0,4,2015,7837.5786
54539,665661,446,7,0,0,0,0,0,6,2013,-32.58058
54540,513274,97,3,757,1,1,0,0,1,2015,8227.431
54541,64434,634,6,365,1,0,0,0,9,2014,3420.9392
54542,253761,247,3,512,1,0,0,1,10,2013,4840.5664
54543,697808,148,2,833,1,0,0,0,6,2015,7597.211
54544,104222,635,7,0,0,0,0,0,8,2013,39.732113
54545,91444,1105,4,0,0,0,1,0,5,2015,-14.262612
54546,645079,838,5,768,1,0,0,0,6,2013,6338.233
54547,426162,215,6,498,1,0,0,0,5,2013,5485.3315
54548,464594,505,1,559,1,0,0,0,4,2013,4319.3037
54549,585078,7,7,0,0,0,0,0,8,2014,18.096945
54550,662463,683,4,1071,1,0,0,0,2,2013,9205.368
54551,622145,539,4,973,1,0,0,0,4,2014,8355.784
54552,666951,329,6,434,1,0,0,0,10,2013,4045.0095
54553,284933,115,4,610,1,1,0,0,9,2013,5914.975
54554,309923,366,7,0,0,0,0,0,3,2013,-37.277367
54555,546962,1067,3,458,1,1,0,0,7,2013,5635.4746
54556,15422,817,1,3038,1,1,0,0,1,2015,23347.74
54557,522654,605,1,608,1,1,0,0,5,2015,8923.286
54558,326954,550,4,437,1,1,0,1,8,2013,5481.3306
54559,104974,967,6,682,1,0,0,0,2,2014,5298.508
54560,103570,821,3,732,1,0,0,0,3,2015,6535.6533
54561,245394,394,1,554,1,0,0,0,1,2015,5028.267
54562,673811,924,5,491,1,1,0,0,10,2013,5752.847
54563,221335,900,4,614,1,1,0,0,7,2015,6455.707
54564,503930,860,5,864,1,1,0,0,3,2015,7484.8486
54565,588999,44,7,0,0,0,0,0,4,2014,26.707026
54566,240927,486,6,322,1,0,0,0,9,2014,2627.3928
54567,554017,941,1,725,1,1,0,1,2,2015,8562.856
54568,661930,203,4,864,1,1,0,0,9,2014,6850.3486
54569,559908,800,5,473,1,0,0,0,3,2014,4577.3696
54570,600874,238,3,948,1,0,0,1,7,2013,6671.145
54571,571441,343,1,0,0,0,1,0,6,2014,-32.57037
54572,134392,563,6,629,1,0,0,0,7,2013,4823.028
54573,425298,810,4,454,1,0,0,0,2,2013,5093.3823
54574,179869,79,7,0,0,0,0,0,11,2014,32.423107
54575,95405,926,6,540,1,0,0,0,4,2013,5935.7363
54576,260055,435,4,345,1,1,0,1,7,2015,2971.345
54577,571388,868,1,709,1,1,0,1,10,2014,10307.66
54578,173097,551,2,1119,1,1,0,1,4,2014,8949.071
54579,49514,141,4,612,1,1,0,0,4,2013,5614.108
54580,502914,1072,7,0,0,0,0,0,11,2013,-19.324753
54581,115002,834,4,635,1,0,0,1,7,2014,5220.699
54582,148289,233,7,0,0,0,0,0,11,2014,64.8553
54583,73409,266,1,802,1,1,0,0,2,2013,7526.212
54584,224397,1074,7,0,0,0,0,0,9,2013,-43.356647
54585,711476,25,6,1248,1,0,0,0,6,2013,8790.705
54586,103955,729,5,1207,1,1,0,0,11,2013,11545.613
54587,497033,121,5,589,1,0,0,0,1,2013,5216.275
54588,448530,460,7,0,0,0,0,0,9,2013,12.16212
54589,442814,165,5,482,1,1,0,0,4,2013,4637.07
54590,174007,1012,2,395,1,0,0,0,3,2013,3609.1597
54591,421920,126,4,538,1,1,0,0,1,2015,5414.119
54592,603233,683,3,805,1,0,0,0,5,2014,7696.6963
54593,676686,614,2,1142,1,1,0,0,7,2013,8215.964
54594,570347,1063,4,558,1,1,0,0,2,2014,4848.587
54595,302730,246,7,0,0,0,0,0,7,2013,-1.9255154
54596,312950,2,1,823,1,1,0,0,1,2014,9174.179
54597,82523,608,6,367,1,0,0,0,7,2013,3490.2224
54598,133265,229,5,709,1,0,0,0,7,2015,7525.163
54599,417199,1021,2,1072,1,1,0,1,10,2014,9291.31
54600,159504,493,2,735,1,1,0,1,10,2013,7436.782
54601,571049,1089,5,0,0,1,1,0,5,2015,-33.13707
54602,394096,172,7,0,0,0,0,0,3,2015,-10.774177
54603,197164,392,6,443,1,0,0,0,8,2014,4144.131
54604,314283,472,4,705,1,1,0,0,4,2013,6204.4478
54605,381018,740,7,0,0,0,0,0,5,2015,130.08351
54606,91274,1035,3,477,1,0,0,1,2,2015,3942.543
54607,488431,643,3,747,1,0,0,0,3,2014,5574.503
54608,523160,537,3,513,1,1,0,1,8,2013,5220.4995
54609,318731,787,1,1108,1,0,0,1,8,2013,9165.216
54610,394404,230,5,0,0,1,1,0,5,2015,46.24109
54611,451548,15,4,649,1,0,0,0,10,2014,5472.8013
54612,306014,831,7,0,0,0,0,0,3,2014,15.896614
54613,74288,202,1,638,1,1,0,0,5,2015,8616.571
54614,444833,485,4,337,1,0,0,0,1,2014,3307.8083
54615,389768,175,7,0,0,0,0,0,3,2013,-8.9676075
54616,458021,852,6,332,1,0,0,0,6,2013,3194.5293
54617,99033,424,2,741,1,1,0,1,7,2014,6768.7344
54618,134138,514,4,0,0,0,1,0,5,2013,-191.11456
54619,370695,558,7,0,0,0,0,0,7,2014,-66.92307
54620,710062,269,7,0,0,0,0,0,5,2014,-34.845303
54621,81778,399,4,437,1,0,0,1,8,2013,3786.9087
54622,78098,101,2,725,1,0,0,0,4,2014,5741.4673
54623,391682,459,7,0,0,0,0,0,4,2015,2.3544865
54624,28493,963,6,370,1,0,0,0,7,2014,3216.979
54625,525403,707,3,881,1,1,0,0,7,2013,8718.251
54626,83266,368,3,860,1,1,0,0,11,2014,12010.699
54627,434684,305,2,0,0,0,1,1,1,2013,-43.40263
54628,144749,648,1,731,1,1,0,0,1,2015,7317.024
54629,520327,828,3,592,1,0,0,0,4,2013,4531.0273
54630,119253,74,1,983,1,1,0,1,7,2015,11837.543
54631,247293,874,5,492,1,1,0,0,3,2014,4858.8706
54632,626874,1074,7,0,0,0,0,0,5,2014,-48.318012
54633,50508,252,5,955,1,1,0,0,5,2013,11551.331
54634,608709,661,5,518,1,0,0,0,6,2014,5230.704
54635,492213,811,4,599,1,1,0,1,7,2013,5447.6143
54636,37101,991,4,591,1,0,0,0,1,2013,5041.668
54637,198336,289,4,432,1,0,0,0,6,2015,4646.0493
54638,68060,941,7,0,0,0,0,0,8,2013,10.582935
54639,436971,606,4,566,1,0,0,0,8,2013,4585.8457
54640,627825,338,5,614,1,0,0,0,7,2014,5423.3706
54641,294470,53,4,590,1,1,0,0,11,2013,6173.943
54642,601368,1083,7,0,0,0,0,1,4,2015,34.57662
54643,297707,777,5,376,1,1,0,1,8,2014,4070.9128
54644,493628,583,3,417,1,1,0,1,7,2013,4449.4004
54645,594558,462,2,738,1,0,0,0,5,2013,5768.975
54646,426065,633,4,0,0,0,1,0,5,2013,72.7685
54647,341892,63,2,418,1,0,0,1,7,2013,3944.4033
54648,161527,63,5,555,1,0,0,0,9,2013,5345.7837
54649,5593,458,6,906,1,0,0,0,5,2014,8092.4224
54650,233578,1106,4,578,1,0,0,0,3,2015,4725.415
54651,407862,751,7,0,0,0,0,0,8,2014,9.948819
54652,160314,58,7,0,0,0,0,0,6,2015,-5.8999705
54653,522342,696,2,1119,1,1,0,1,3,2013,11182.863
54654,678206,134,6,297,1,0,0,0,1,2015,2840.1787
54655,220469,35,3,750,1,1,0,0,1,2015,9127.626
54656,636478,560,2,2302,1,1,0,0,12,2013,22415.096
54657,154195,975,2,1375,1,0,0,1,12,2014,12402.478
54658,648890,637,3,560,1,0,0,0,9,2013,5423.79
54659,25198,343,5,743,1,1,0,0,3,2015,7221.4307
54660,358578,179,4,787,1,0,0,1,7,2014,6289.3066
54661,444999,631,1,807,1,1,0,0,10,2014,8208.2705
54662,699208,887,3,550,1,1,0,0,1,2015,6053.849
54663,199326,980,2,478,1,0,0,0,9,2014,5183.624
54664,318087,221,2,467,1,0,0,0,2,2015,4834.6245
54665,392777,386,6,622,1,0,0,0,2,2013,6431.181
54666,159726,156,4,941,1,1,0,0,5,2013,9460.715
54667,398868,892,5,1049,1,1,0,0,10,2014,8436.647
54668,416071,230,3,759,1,0,0,0,3,2013,6616.165
54669,649522,236,6,568,1,0,0,0,5,2015,5936.376
54670,81457,615,6,1217,1,0,0,0,2,2015,9276.557
54671,39724,971,7,0,0,0,0,0,2,2014,-13.880201
54672,266538,979,1,771,1,1,0,1,10,2014,8254.238
54673,218907,256,5,1062,1,0,0,1,8,2013,7866.842
54674,555182,53,2,613,1,1,0,1,4,2015,7435.0327
54675,142292,404,3,0,0,0,3,1,12,2013,-6.7994003
54676,163085,870,6,551,1,0,0,0,5,2013,5561.8467
54677,631869,555,2,550,1,1,0,1,8,2013,4814.977
54678,471306,461,3,528,1,1,0,0,3,2014,5682.728
54679,635878,851,1,535,1,1,0,0,1,2014,6060.2744
54680,220642,584,2,501,1,1,0,0,4,2015,6394.4023
54681,167374,126,6,440,1,0,0,0,4,2015,4068.142
54682,534808,325,7,0,0,0,0,0,6,2014,-33.0982
54683,155885,651,1,1155,1,1,0,0,2,2015,10918.161
54684,192692,165,1,421,1,0,0,0,6,2015,4087.0027
54685,141534,287,3,749,1,1,0,0,2,2014,7983.836
54686,637534,773,5,861,1,1,0,0,3,2015,6764.346
54687,522354,30,2,641,1,0,0,0,6,2015,5740.869
54688,448984,64,7,0,0,0,0,0,1,2015,28.776611
54689,374639,794,7,0,0,0,0,0,6,2014,-29.899948
54690,81521,912,3,708,1,0,0,0,9,2014,5263.343
54691,190648,109,6,974,1,0,0,0,3,2013,8969.717
54692,42268,694,7,0,0,0,0,0,9,2013,86.90052
54693,682937,461,3,529,1,1,0,0,5,2013,5827.241
54694,19118,706,3,611,1,1,0,1,7,2013,6824.8076
54695,421618,690,5,1038,1,0,0,0,11,2013,8722.259
54696,222145,735,5,505,1,1,0,0,4,2013,5269.944
54697,449922,943,4,549,1,0,0,0,2,2014,5334.464
54698,681501,774,2,795,1,1,0,1,3,2013,6883.9307
54699,76751,845,6,329,1,0,0,0,3,2013,4060.7556
54700,40095,109,4,658,1,0,0,1,4,2013,5927.55
54701,667964,694,7,0,0,0,0,0,11,2013,84.48276
54702,474506,23,5,0,0,0,1,0,11,2013,36.366028
54703,538721,646,3,850,1,1,0,1,3,2013,7790.252
54704,22770,370,1,699,1,1,0,0,4,2013,8731.3955
54705,161497,156,7,0,0,0,0,0,1,2014,-6.817396
54706,259915,883,2,613,1,0,0,1,4,2015,4806.29
54707,97738,356,2,389,1,1,0,0,11,2013,5418.336
54708,395535,507,1,0,0,0,1,0,5,2013,161.59789
54709,568342,927,5,746,1,0,0,0,6,2013,5890.0186
54710,343585,907,2,891,1,1,0,0,7,2013,8300.273
54711,556160,14,5,740,1,0,0,0,10,2013,5982.6245
54712,498515,596,4,625,1,1,0,0,11,2014,4832.523
54713,638178,172,7,0,0,0,0,0,12,2013,-35.395947
54714,287607,798,4,938,1,1,0,1,8,2014,9010.996
54715,67827,513,1,2451,1,1,0,0,2,2013,23386.729
54716,2797,591,7,0,0,0,0,0,12,2013,64.21187
54717,28348,570,3,539,1,0,0,0,1,2015,3963.1938
54718,612265,381,5,1084,1,1,0,0,11,2014,10921.447
54719,292528,605,1,650,1,1,0,0,5,2015,9350.534
54720,230389,962,6,743,1,0,0,0,5,2015,6495.5376
54721,378713,796,3,671,1,1,0,0,1,2015,7170.765
54722,15904,304,1,1325,1,1,0,1,10,2013,10502.318
54723,563462,103,4,397,1,0,0,0,3,2015,4088.9731
54724,596172,260,3,852,1,0,0,0,6,2015,7361.2847
54725,662465,834,6,410,1,0,0,0,5,2015,4074.9854
54726,557455,241,7,0,0,0,0,0,1,2015,-101.148155
54727,266644,262,3,3043,1,1,0,0,2,2013,18533.994
54728,299338,458,7,0,0,0,0,0,2,2014,18.994848
54729,426326,522,5,523,1,0,0,0,1,2013,5147.965
54730,256441,931,6,356,1,0,0,0,10,2014,2972.0398
54731,684915,196,7,0,0,0,0,0,7,2013,-107.004234
54732,671569,212,4,432,1,0,0,0,2,2014,4497.628
54733,545389,1050,1,416,1,0,0,0,9,2014,4799.342
54734,12553,945,5,571,1,1,0,0,11,2014,5543.2075
54735,447389,918,6,322,1,0,0,0,7,2014,2847.449
54736,540240,969,6,520,1,0,0,0,6,2014,4012.1484
54737,690903,1002,2,709,1,1,0,0,4,2014,6813.746
54738,365577,762,1,481,1,1,0,0,6,2014,5367.793
54739,8161,203,5,952,1,1,0,0,1,2014,7356.0547
54740,262306,704,6,849,1,0,0,0,7,2015,7988.3003
54741,321860,950,2,694,1,1,0,0,7,2014,7760.6377
54742,687422,1072,1,859,1,1,0,0,3,2014,8658.891
54743,40638,999,2,671,1,1,0,0,1,2015,8188.7446
54744,292494,245,1,1113,1,0,0,0,3,2015,8467.302
54745,328147,162,7,0,0,0,0,0,7,2015,21.924715
54746,383116,320,6,1600,1,0,0,0,4,2015,11415.831
54747,380813,536,1,1093,1,1,0,0,4,2013,11074.036
54748,456672,567,7,0,0,0,0,0,7,2015,-20.255821
54749,98148,607,6,128,1,0,0,0,5,2013,1386.4265
54750,395347,464,6,1454,1,0,0,0,10,2014,11069.562
54751,85132,235,1,506,1,0,0,0,11,2014,5272.2085
54752,2428,433,6,453,1,0,0,0,8,2014,3886.9893
54753,546300,1034,1,881,1,1,0,0,4,2015,9795.166
54754,692973,1042,4,810,1,1,0,0,5,2013,6395.276
54755,704461,836,5,1016,1,1,0,0,12,2013,9647.993
54756,341897,1025,3,852,1,0,0,1,4,2013,6129.307
54757,447986,50,2,273,1,0,0,0,9,2014,2837.4514
54758,318102,794,5,557,1,1,0,0,5,2015,5075.4185
54759,484111,273,6,569,1,0,0,0,3,2013,4978.2656
54760,597327,960,2,479,1,0,0,0,3,2014,4303.9976
54761,329805,845,3,243,1,0,0,0,1,2015,3062.0393
54762,422146,984,6,835,1,0,0,0,1,2014,6454.376
54763,75760,429,6,445,1,0,0,0,6,2013,5114.6855
54764,196707,529,6,703,1,0,0,0,3,2014,6684.693
54765,471279,268,5,546,1,0,0,0,12,2014,4722.6084
54766,74966,984,4,626,1,0,0,1,8,2013,5668.382
54767,204130,96,5,542,1,1,0,1,8,2014,5703.4272
54768,711372,711,3,535,1,1,0,0,2,2014,6806.4023
54769,9991,109,5,775,1,0,0,0,2,2013,7429.7505
54770,109193,140,4,1011,1,1,0,0,6,2013,8373.274
54771,622478,350,2,550,1,1,0,0,2,2013,6777.767
54772,624901,220,7,0,0,0,0,0,3,2014,-12.069539
54773,417374,691,3,494,1,0,0,0,2,2013,5040.445
54774,258715,157,2,1035,1,1,0,1,7,2015,11733.063
54775,704707,209,5,619,1,0,0,0,6,2013,5479.123
54776,24426,598,2,709,1,0,0,1,4,2014,5804.347
54777,610151,507,7,0,0,0,0,0,6,2013,100.797035
54778,238297,10,7,0,0,0,0,0,12,2013,-59.35398
54779,488762,529,2,758,1,1,0,0,5,2013,7419.8315
54780,548259,396,1,1027,1,0,0,0,1,2013,8334.775
54781,316106,588,3,572,1,0,0,0,1,2014,5225.638
54782,557179,602,2,661,1,1,0,0,7,2014,8837.485
54783,490951,725,6,618,1,0,0,0,5,2014,5960.7217
54784,398615,397,7,0,0,0,0,0,7,2015,-26.226469
54785,320640,1037,1,1279,1,1,0,0,12,2014,13948.033
54786,222723,250,1,948,1,1,0,0,2,2014,12495.797
54787,535235,1093,7,0,0,0,0,0,3,2015,7.486249
54788,559688,110,4,675,1,1,0,1,8,2014,6531.607
54789,177122,323,5,678,1,1,0,0,7,2015,7554.393
54790,109313,160,2,591,1,1,0,1,7,2013,8002.069
54791,529026,380,6,1343,1,0,0,0,1,2013,13312.998
54792,161224,42,5,1020,1,1,0,0,2,2014,9062.311
54793,615191,641,6,388,1,0,0,0,3,2014,3207.2493
54794,319258,910,3,630,1,1,0,0,2,2013,5924.672
54795,519288,1096,3,667,1,1,0,0,5,2015,5596.341
54796,22131,619,5,331,1,0,0,1,2,2013,3070.5708
54797,368917,1059,5,1209,1,0,0,0,2,2014,8505.897
54798,565578,575,4,0,0,0,1,0,5,2015,37.217674
54799,565960,682,2,2060,1,1,0,0,9,2014,14139.627
54800,255720,125,7,0,0,0,0,0,10,2014,-37.53677
54801,298604,364,1,427,1,1,0,0,2,2013,3485.92
54802,107413,60,3,617,1,0,0,0,4,2013,5049.985
54803,648395,355,1,1035,1,0,0,0,2,2014,7162.208
54804,352902,959,6,477,1,0,0,0,5,2013,4500.333
54805,318249,985,7,0,0,0,0,0,2,2013,-27.312744
54806,97195,171,3,934,1,1,0,0,1,2015,9244.137
54807,390763,131,3,394,1,0,0,0,2,2015,3782.6245
54808,65199,321,5,680,1,1,0,0,7,2013,7015.353
54809,42644,306,3,555,1,1,0,0,2,2013,5363.628
54810,63739,162,3,561,1,1,0,0,5,2015,7831.2456
54811,130511,170,3,416,1,0,0,0,9,2014,3607.3232
54812,574590,265,7,0,0,0,0,0,4,2015,-37.304
54813,167841,383,2,2092,1,1,0,0,1,2015,17801.23
54814,142998,964,4,1214,1,1,0,0,1,2013,10881.171
54815,215999,406,4,498,1,0,0,0,7,2015,5080.5835
54816,502528,277,5,571,1,0,0,0,7,2015,5655.183
54817,494577,690,3,849,1,0,0,0,5,2014,6296.7036
54818,149899,786,1,831,1,1,0,0,6,2013,7758.863
54819,90958,188,6,602,1,0,0,0,1,2015,5999.6235
54820,674913,886,5,619,1,0,0,0,6,2015,6096.504
54821,42981,808,6,361,1,0,0,0,9,2013,3897.3113
54822,328131,896,7,0,0,0,0,0,2,2015,-39.312664
54823,64976,1102,5,507,1,0,0,1,8,2013,4797.8003
54824,47476,1030,7,0,0,0,0,0,12,2014,14.14718
54825,607007,935,7,0,0,0,0,0,12,2014,-19.726654
54826,316929,809,3,872,1,1,0,0,10,2013,9969.431
54827,575206,955,2,417,1,1,0,0,1,2013,4348.71
54828,348217,322,3,432,1,0,0,0,9,2013,3883.6238
54829,223260,235,1,408,1,0,0,0,5,2014,4341.798
54830,308748,986,1,1278,1,1,0,0,1,2013,11580.39
54831,452130,384,1,1709,1,1,0,0,12,2014,17704.895
54832,195170,689,1,962,1,1,0,1,8,2014,9725.165
54833,614250,448,3,831,1,1,0,0,4,2015,8554.996
54834,413803,676,5,1736,1,1,0,1,8,2013,7456.7544
54835,303110,12,1,1098,1,1,0,0,2,2015,10230.104
54836,131806,84,7,0,0,0,0,0,11,2013,-30.028954
54837,58915,615,4,1123,1,0,0,0,10,2014,8208.538
54838,26527,644,1,1038,1,1,0,0,6,2015,11744.576
54839,264461,1056,4,237,1,0,0,1,2,2013,2024.8264
54840,415719,1085,7,0,0,0,0,0,7,2015,-19.961021
54841,475699,647,3,722,1,1,0,0,7,2015,7140.5547
54842,173952,149,3,536,1,1,0,0,6,2013,6226.726
54843,85307,212,4,402,1,0,0,0,9,2014,3957.3484
54844,218796,802,3,636,1,1,0,1,4,2014,8138.4287
54845,215261,763,3,614,1,1,0,0,9,2014,6579.9736
54846,567134,11,7,0,0,0,0,0,3,2015,27.308678
54847,623595,832,1,699,1,1,0,0,11,2013,7572.0234
54848,321874,161,5,808,1,0,0,0,11,2013,7429.5596
54849,199532,152,3,614,1,0,0,0,11,2013,5567.507
54850,535781,899,6,210,1,0,0,0,7,2015,2103.0105
54851,15111,267,6,1430,1,0,0,0,2,2014,10731.977
54852,481569,975,5,896,1,1,0,0,9,2013,7782.1914
54853,309249,615,2,1276,1,1,0,0,1,2015,10503.296
54854,409174,661,4,475,1,0,0,1,10,2013,4326.6265
54855,677428,635,5,673,1,1,0,1,8,2014,6989.715
